true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,32,3,0,0,1,0,4
class_1,10,25,0,0,0,2,3
class_2,3,0,17,2,5,3,10
class_3,2,0,7,6,9,10,6
class_4,3,0,6,0,15,4,12
class_5,3,0,12,1,3,20,1
class_6,5,0,10,0,9,2,14
