true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,32,7,0,0,1,0,0
class_1,6,32,0,0,1,0,1
class_2,0,0,4,11,7,13,5
class_3,0,0,11,3,3,12,11
class_4,0,0,9,5,17,1,8
class_5,2,0,4,8,5,16,5
class_6,0,0,5,2,13,1,19
