true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,12,22,16,2,4,1,7
class_1,12,25,12,3,2,3,7
class_2,10,11,21,4,11,2,5
class_3,8,25,9,10,7,1,4
class_4,5,12,9,5,27,1,5
class_5,11,17,13,2,12,4,5
class_6,10,18,9,3,7,3,14
