class_id,support,precision,recall,f1
0,80,0.19424460431654678,0.3375,0.24657534246575347
1,80,0.2909090909090909,0.2,0.23703703703703705
2,80,0.15730337078651685,0.35,0.21705426356589144
3,80,0.0,0.0,0.0
4,80,0.0,0.0,0.0
5,80,0.0,0.0,0.0
6,80,0.09090909090909091,0.1625,0.11659192825112108
