true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,56,4,6,3,7,0,4
class_1,29,36,10,0,4,0,1
class_2,3,5,16,34,16,6,0
class_3,2,0,26,40,9,2,1
class_4,5,1,25,12,19,17,1
class_5,7,3,12,11,23,22,2
class_6,5,3,8,23,15,9,17
