true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,37,4,1,0,11,11,0
class_1,40,2,0,0,18,4,0
class_2,45,0,0,0,14,5,0
class_3,29,1,1,0,19,14,0
class_4,24,6,1,0,22,11,0
class_5,22,3,0,0,18,21,0
class_6,36,4,0,0,14,10,0
