timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-24T13:18:17Z,NTU-Fi-HumanID,ResNet18,42,cuda,50,0.9981684981684982,0.008375315722282771,0.461902299300343,0.891156462585034,0.8993628610864637,0.891156462585034,0.8918951402836418,0.8993628610864638,0.891156462585034,0.8918951402836421,0.891156462585034,0.891156462585034,0.891156462585034,0.891156462585034,11188322,11188322,0,0.0331634190006298,0.11280074490010136,6.63268380012596,8865.18968368179,412.6211592719992,12.15842973799954,426.5608662449995,results/ResNet18/NTU-Fi-HumanID/model_checkpoint.pt,results/ResNet18/NTU-Fi-HumanID
