class_id,support,precision,recall,f1
0,98,0.29464285714285715,0.336734693877551,0.3142857142857143
1,859,0.7199533255542591,0.7182770663562281,0.7191142191142191
2,385,0.5652173913043478,0.5064935064935064,0.5342465753424658
3,749,0.5278154681139756,0.5193591455273698,0.5235531628532976
4,100,0.6046511627906976,0.52,0.5591397849462365
5,100,0.4594594594594595,0.51,0.48341232227488157
6,975,0.6636904761904762,0.6861538461538461,0.6747352496217851
7,135,0.1864406779661017,0.16296296296296298,0.17391304347826086
8,834,0.5747126436781609,0.6594724220623501,0.6141820212171971
9,834,0.7467532467532467,0.6894484412470024,0.7169576059850374
10,624,0.5615384615384615,0.5849358974358975,0.5729984301412873
11,750,0.7650429799426934,0.712,0.7375690607734807
12,100,0.49411764705882355,0.42,0.4540540540540541
13,600,0.5785123966942148,0.5833333333333334,0.5809128630705395
14,100,0.40350877192982454,0.46,0.42990654205607476
15,100,0.30701754385964913,0.35,0.3271028037383178
16,100,0.4819277108433735,0.4,0.4371584699453552
17,100,0.44329896907216493,0.43,0.43654822335025384
18,100,0.3611111111111111,0.39,0.37500000000000006
19,100,0.2714285714285714,0.19,0.22352941176470587
20,384,0.5362318840579711,0.578125,0.556390977443609
21,599,0.5161839863713799,0.5058430717863105,0.5109612141652614
