timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-26T09:19:56Z,Widar,LSTM,42,cuda,50,0.9795567771860505,0.07093776929476127,2.625953930713375,0.5948888379555352,0.5028753064937191,0.4960517903289254,0.49798507952827437,0.5963415843909255,0.5948888379555352,0.5947102384491721,0.5948888379555352,0.5948888379555352,0.5948888379555352,0.4960517903289254,71475.29615137301,241.31345870898804,71721.18530131801,results/LSTM/Widar/model_checkpoint.pt,results/LSTM/Widar
