true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,25,26,8,0,19,0,2
class_1,22,20,15,0,23,0,0
class_2,7,5,25,6,27,9,1
class_3,0,0,25,8,24,14,9
class_4,1,8,25,11,21,11,3
class_5,3,4,15,7,22,17,12
class_6,3,1,26,12,16,12,10
