class_id,support,precision,recall,f1
0,40,0.16326530612244897,0.2,0.17977528089887637
1,40,0.16981132075471697,0.225,0.1935483870967742
2,40,0.11538461538461539,0.075,0.09090909090909093
3,40,0.20833333333333334,0.25,0.22727272727272727
4,40,0.2608695652173913,0.15,0.19047619047619047
5,40,0.3333333333333333,0.25,0.28571428571428575
6,40,0.1568627450980392,0.2,0.1758241758241758
