class_id,support,precision,recall,f1
0,80,0.24731182795698925,0.2875,0.2658959537572254
1,80,0.2524271844660194,0.325,0.28415300546448086
2,80,0.13333333333333333,0.05,0.07272727272727272
3,80,0.211864406779661,0.3125,0.2525252525252525
4,80,0.15254237288135594,0.1125,0.12949640287769784
5,80,0.22448979591836735,0.1375,0.17054263565891475
6,80,0.24074074074074073,0.325,0.276595744680851
