class_id,support,precision,recall,f1
0,21,0.7222222222222222,0.6190476190476191,0.6666666666666666
1,21,0.5,1.0,0.6666666666666666
2,21,0.95,0.9047619047619048,0.9268292682926829
3,21,0.6363636363636364,0.3333333333333333,0.43749999999999994
4,21,1.0,0.9523809523809523,0.975609756097561
5,21,0.875,0.3333333333333333,0.48275862068965514
6,21,0.7272727272727273,0.7619047619047619,0.7441860465116279
7,21,0.9523809523809523,0.9523809523809523,0.9523809523809523
8,21,0.6,1.0,0.7499999999999999
9,21,0.47619047619047616,0.47619047619047616,0.47619047619047616
10,21,0.7727272727272727,0.8095238095238095,0.7906976744186046
11,21,1.0,0.7142857142857143,0.8333333333333333
12,21,1.0,0.38095238095238093,0.5517241379310345
13,21,0.6129032258064516,0.9047619047619048,0.7307692307692307
