class_id,support,precision,recall,f1
0,80,0.12307692307692308,0.1,0.11034482758620691
1,80,0.14285714285714285,0.0375,0.059405940594059396
2,80,0.13157894736842105,0.0625,0.0847457627118644
3,80,0.11290322580645161,0.0875,0.09859154929577466
4,80,0.08333333333333333,0.0125,0.02173913043478261
5,80,0.1292517006802721,0.2375,0.16740088105726872
6,80,0.12093023255813953,0.325,0.17627118644067793
