true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,116,0,2,2,1,9,2
class_1,0,83,0,2,4,0,0
class_2,3,2,276,0,4,1,7
class_3,5,2,2,87,2,0,1
class_4,7,0,22,6,207,0,0
class_5,1,2,1,1,0,68,7
class_6,2,2,2,0,1,7,47
