class_id,support,precision,recall,f1
0,40,0.6875,0.825,0.75
1,40,0.8529411764705882,0.725,0.7837837837837837
2,40,0.34615384615384615,0.225,0.27272727272727276
3,40,0.6451612903225806,0.5,0.5633802816901409
4,40,0.22580645161290322,0.175,0.1971830985915493
5,40,0.7021276595744681,0.825,0.7586206896551724
6,40,0.5238095238095238,0.825,0.6407766990291262
