true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,36,8,7,1,3,15,10
class_1,13,38,8,0,7,13,1
class_2,2,4,29,6,8,26,5
class_3,3,1,38,10,6,19,3
class_4,2,1,11,8,14,42,2
class_5,9,0,12,2,2,53,2
class_6,8,2,4,5,1,27,33
