true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,54,5,1,0,0,2,2
class_1,11,51,0,1,1,0,0
class_2,2,2,38,6,10,4,2
class_3,0,0,6,52,3,0,3
class_4,0,0,5,5,51,3,0
class_5,1,1,2,1,8,49,2
class_6,2,0,1,0,0,1,60
