true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,10,25,7,2,5,17,14
class_1,17,24,4,7,7,10,11
class_2,13,8,7,6,7,20,19
class_3,15,6,2,3,5,20,29
class_4,10,9,1,9,8,33,10
class_5,14,10,9,7,9,20,11
class_6,13,15,6,5,15,15,11
