class_id,support,precision,recall,f1
0,64,0.21348314606741572,0.296875,0.2483660130718954
1,64,0.20833333333333334,0.3125,0.25
2,64,0.3333333333333333,0.328125,0.33070866141732286
3,64,0.11290322580645161,0.109375,0.1111111111111111
4,64,0.3404255319148936,0.25,0.2882882882882883
5,64,0.2571428571428571,0.140625,0.18181818181818182
6,64,0.21428571428571427,0.1875,0.19999999999999998
