class_id,support,precision,recall,f1
0,64,0.8225806451612904,0.796875,0.8095238095238094
1,64,0.8028169014084507,0.890625,0.8444444444444446
2,64,0.6774193548387096,0.65625,0.6666666666666667
3,64,0.8392857142857143,0.734375,0.7833333333333332
4,64,0.711864406779661,0.65625,0.6829268292682927
5,64,0.7121212121212122,0.734375,0.7230769230769231
6,64,0.875,0.984375,0.9264705882352942
