class_id,support,precision,recall,f1
0,40,0.2833333333333333,0.425,0.34
1,40,0.22727272727272727,0.125,0.16129032258064516
2,40,0.03125,0.025,0.02777777777777778
3,40,0.25,0.125,0.16666666666666666
4,40,0.05714285714285714,0.05,0.05333333333333333
5,40,0.16049382716049382,0.325,0.21487603305785125
6,40,0.1,0.075,0.08571428571428572
