true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,54,6,1,0,0,1,2
class_1,10,50,1,0,1,1,1
class_2,1,0,38,10,10,3,2
class_3,0,0,6,55,2,0,1
class_4,0,0,5,8,45,6,0
class_5,1,0,5,2,9,47,0
class_6,0,0,5,2,0,2,55
