true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,6,5,17,0,0,3,9
class_1,9,4,17,1,0,0,9
class_2,0,0,25,4,1,6,4
class_3,4,0,13,12,0,1,10
class_4,9,2,16,1,1,0,11
class_5,7,1,14,4,2,2,10
class_6,5,4,8,10,1,4,8
