true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,13,0,22,1,2,1,1
class_1,18,0,12,1,1,0,8
class_2,13,3,13,0,4,3,4
class_3,7,0,23,0,0,4,6
class_4,8,1,5,0,2,13,11
class_5,3,0,17,3,7,4,6
class_6,18,0,18,3,0,0,1
