true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,5,4,48,5,13,0,5
class_1,10,3,42,5,8,0,12
class_2,9,0,36,14,6,3,12
class_3,9,0,41,13,4,1,12
class_4,4,6,41,9,8,5,7
class_5,10,4,33,19,4,6,4
class_6,7,5,36,11,11,3,7
