true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,21,57,0,0,2,0,0
class_1,9,64,0,0,7,0,0
class_2,2,7,5,5,46,5,10
class_3,0,10,3,2,28,21,16
class_4,1,20,3,0,27,11,18
class_5,1,5,7,1,33,26,7
class_6,5,8,8,0,24,13,22
