true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,12,0,1,8,3,0
class_1,19,12,4,0,0,5,0
class_2,1,1,5,1,16,12,4
class_3,1,1,10,13,9,6,0
class_4,0,8,9,0,14,9,0
class_5,0,0,8,1,10,21,0
class_6,0,4,6,4,4,10,12
