true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,23,12,0,0,3,0,2
class_1,15,25,0,0,0,0,0
class_2,0,0,8,7,10,4,11
class_3,3,0,5,12,2,7,11
class_4,3,0,8,0,9,5,15
class_5,1,1,5,9,0,19,5
class_6,0,0,8,8,5,8,11
