true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,6,12,8,1,7,2,4
class_1,7,7,10,4,3,1,8
class_2,1,2,16,2,3,5,11
class_3,3,2,2,6,5,1,21
class_4,1,2,1,5,3,11,17
class_5,0,1,9,7,6,2,15
class_6,5,5,5,5,5,3,12
