true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,15,12,1,1,5,3,3
class_1,11,15,0,2,2,5,5
class_2,15,4,4,2,2,4,9
class_3,9,5,3,5,4,6,8
class_4,8,4,4,6,7,5,6
class_5,10,6,8,0,2,11,3
class_6,8,3,9,2,1,12,5
