true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,4,11,0,4,6,9,6
class_1,7,8,1,2,6,11,5
class_2,5,15,1,6,11,1,1
class_3,10,11,0,3,10,6,0
class_4,10,7,0,12,10,0,1
class_5,8,3,4,4,7,11,3
class_6,4,12,1,5,4,8,6
