true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,9,0,0,10,0,5
class_1,10,10,0,0,11,3,6
class_2,8,5,6,0,19,1,1
class_3,7,1,2,0,9,7,14
class_4,3,4,0,0,18,10,5
class_5,3,9,0,0,14,7,7
class_6,23,0,0,0,9,0,8
