class_id,support,precision,recall,f1
0,21,0.8181818181818182,0.42857142857142855,0.5625
1,21,1.0,0.5238095238095238,0.6875000000000001
2,21,1.0,0.5238095238095238,0.6875000000000001
3,21,0.5588235294117647,0.9047619047619048,0.6909090909090908
4,21,0.9130434782608695,1.0,0.9545454545454545
5,21,0.8636363636363636,0.9047619047619048,0.8837209302325582
6,21,0.9,0.8571428571428571,0.8780487804878048
7,21,0.9130434782608695,1.0,0.9545454545454545
8,21,0.9090909090909091,0.9523809523809523,0.9302325581395349
9,21,0.8181818181818182,0.8571428571428571,0.8372093023255814
10,21,0.5128205128205128,0.9523809523809523,0.6666666666666666
11,21,0.75,1.0,0.8571428571428571
12,21,1.0,0.42857142857142855,0.6
13,21,1.0,0.9047619047619048,0.9500000000000001
