class_id,support,precision,recall,f1
0,40,0.6363636363636364,0.525,0.5753424657534246
1,40,0.5,0.65,0.5652173913043479
2,40,0.2702702702702703,0.25,0.25974025974025977
3,40,0.16216216216216217,0.15,0.15584415584415584
4,40,0.125,0.025,0.04166666666666667
5,40,0.14285714285714285,0.025,0.0425531914893617
6,40,0.08490566037735849,0.225,0.1232876712328767
