timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-27T05:16:24Z,Widar,LeNet,42,cuda,50,0.9699937009677604,0.11356293017193245,3.5470637495900794,0.6650240660096264,0.6301253468971496,0.5945352289826722,0.6041981216149751,0.6728418582601735,0.6650240660096264,0.6645936593040578,0.6650240660096264,0.6650240660096264,0.6650240660096264,0.5945352289826722,64449.74118422199,221.31194331403822,64677.51151495398,results/LeNet/Widar/model_checkpoint.pt,results/LeNet/Widar
