true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,5,33,6,4,1,0,15
class_1,9,24,5,5,6,4,11
class_2,7,14,6,2,14,1,20
class_3,7,19,3,4,11,5,15
class_4,7,10,5,2,23,4,13
class_5,1,8,4,7,18,7,19
class_6,1,14,5,9,8,1,26
