true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,11,12,0,4,10,0,3
class_1,9,11,1,2,10,0,7
class_2,4,11,0,5,14,1,5
class_3,6,5,0,0,10,9,10
class_4,3,16,0,6,10,0,5
class_5,4,5,1,1,17,2,10
class_6,2,7,0,3,10,2,16
