true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,50,8,0,1,1,1,3
class_1,11,50,0,1,2,0,0
class_2,0,2,37,9,8,7,1
class_3,1,0,6,50,1,3,3
class_4,1,1,6,1,50,4,1
class_5,0,2,4,1,12,43,2
class_6,2,0,1,0,1,3,57
