true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,33,24,4,0,1,2,0
class_1,24,36,2,0,0,2,0
class_2,5,3,24,11,3,3,15
class_3,0,0,14,37,1,3,9
class_4,2,2,10,11,18,6,15
class_5,0,3,12,12,12,17,8
class_6,2,0,8,2,9,4,39
