epoch,train_accuracy,train_loss,epoch_time_s
1,0.15084134615384615,1.9401723543802898,0.6666652590502053
2,0.14302884615384615,1.9326535815284365,0.2629768659826368
3,0.15985576923076922,1.928796840849377,0.26428753114305437
4,0.14783653846153846,1.927540770031157,0.2653071070089936
5,0.14543269230769232,1.9261622111002603,0.2624291048850864
6,0.16887019230769232,1.9217312494913736,0.2635434560943395
7,0.1502403846153846,1.9266561008635021,0.26619023410603404
8,0.17728365384615385,1.919574478694371,0.26244788710027933
9,0.16766826923076922,1.9215135165623256,0.26426615798845887
10,0.17067307692307693,1.9161785216558547,0.2634608980733901
11,0.18028846153846154,1.9162738709222702,0.2645354480482638
12,0.1622596153846154,1.9203378177824475,0.2634471571072936
13,0.16947115384615385,1.9143732979184105,0.2624510731548071
14,0.17668269230769232,1.9151865232558478,0.26628895895555615
15,0.17908653846153846,1.9161451839265369,0.2582668380346149
16,0.16706730769230768,1.9175590469723656,0.261810113908723
17,0.171875,1.9109103429885137,0.26224961993284523
18,0.18028846153846154,1.9156823612394787,0.2620477338787168
19,0.18329326923076922,1.9122428031194778,0.268591201165691
20,0.16646634615384615,1.9456000963846842,0.2629381259903312
21,0.13701923076923078,2.0080257415771485,0.26431846898049116
22,0.14483173076923078,1.9892343748183476,0.26989511493593454
23,0.1328125,1.973330933707101,0.25804374902509153
24,0.14543269230769232,1.9583303587777274,0.2600467710290104
25,0.14483173076923078,1.9527333395821707,0.26108563714660704
26,0.1424278846153846,1.9500076884315127,0.2637913851067424
27,0.15384615384615385,1.943146324157715,0.26355163590051234
28,0.1466346153846154,1.9495749655224028,0.26324953394941986
29,0.13341346153846154,1.9480035327729726,0.26291767694056034
30,0.12740384615384615,1.9470405033656528,0.2631553679239005
31,0.1424278846153846,1.9442892437889463,0.2679063128307462
32,0.14302884615384615,1.9348692893981934,0.26283670705743134
33,0.15685096153846154,1.9316630181812104,0.26245750417001545
34,0.15084134615384615,1.9320048286801292,0.26113046193495393
35,0.13942307692307693,1.9375645592099144,0.2649984550662339
36,0.1544471153846154,1.9390834127153669,0.2628494550008327
37,0.1466346153846154,1.9352339971633183,0.26918635214678943
38,0.15084134615384615,1.9343479928516207,0.2617561479564756
39,0.14182692307692307,1.9317126728239513,0.26317304908297956
40,0.1424278846153846,1.9276029450552805,0.26403973810374737
41,0.14603365384615385,1.9330076172238304,0.2628194810822606
42,0.13762019230769232,1.9285197893778483,0.2638041661120951
43,0.15204326923076922,1.9265599568684897,0.26357792410999537
44,0.14963942307692307,1.9286661375136602,0.26594629790633917
45,0.15144230769230768,1.9260477156866165,0.2647976709995419
46,0.14903846153846154,1.9263744808378673,0.2633014270104468
47,0.14603365384615385,1.91915283203125,0.26131558208726346
48,0.14423076923076922,1.9228422846112931,0.2633747640065849
49,0.14122596153846154,1.923415738060361,0.26383372605778277
50,0.16526442307692307,1.9203185671851748,0.26307280105538666
51,0.15985576923076922,1.9222810427347818,0.2624481460079551
52,0.14002403846153846,1.9748078346252442,0.26142136799171567
53,0.13040865384615385,1.9441198803129651,0.26454429398290813
54,0.14603365384615385,1.9355605261666433,0.26856572600081563
55,0.13040865384615385,1.936308175041562,0.26452130009420216
56,0.1346153846153846,1.9382904416038877,0.2633150250185281
57,0.14362980769230768,1.93266114734468,0.26172535796649754
58,0.1502403846153846,1.9272388776143392,0.2640475819353014
59,0.15264423076923078,1.9296029363359724,0.26208277116529644
60,0.14302884615384615,1.933540680294945,0.2632411839440465
61,0.15264423076923078,1.931502310434977,0.26277408190071583
62,0.15264423076923078,1.9323874110267276,0.264876072993502
63,0.1502403846153846,1.928400961558024,0.26322044199332595
64,0.14723557692307693,1.9283379827226912,0.26103057991713285
65,0.14543269230769232,1.9309366952805291,0.2702438631094992
66,0.13822115384615385,1.9315127690633138,0.2637323511298746
67,0.16045673076923078,1.9293384097871327,0.26565713807940483
68,0.14723557692307693,1.9313475472586497,0.26494323113001883
69,0.1544471153846154,1.9280566215515136,0.26050587301142514
70,0.15144230769230768,1.929648390270415,0.26799929281696677
71,0.15685096153846154,1.9275814056396485,0.2649783350061625
72,0.14603365384615385,1.9249125071934292,0.2641762108542025
73,0.14723557692307693,1.9291756312052408,0.26307013677433133
74,0.14002403846153846,1.9294209253220331,0.2640433609485626
75,0.1622596153846154,1.9245890481131418,0.26239244802854955
76,0.16105769230769232,1.925194517771403,0.26789074507541955
77,0.1502403846153846,1.9263897714160738,0.2651163002010435
78,0.15685096153846154,1.9249190103440057,0.26491889799945056
79,0.16045673076923078,1.9225302514575777,0.26480070990510285
80,0.15204326923076922,1.9250404312497094,0.2683511560317129
81,0.16165865384615385,1.925475007011777,0.26542772515676916
82,0.1658653846153846,1.9196209544227236,0.2647492908872664
83,0.15084134615384615,1.930483373006185,0.2689509519841522
84,0.15264423076923078,1.92216123853411,0.2648439519107342
85,0.15204326923076922,1.9223302704947336,0.2640911729540676
86,0.1580528846153846,1.9237371035984585,0.2685444380622357
87,0.1502403846153846,1.9219986915588378,0.2648751789238304
88,0.16826923076923078,1.9203894524347214,0.2639092030003667
