true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,37,10,10,5,3,13,2
class_1,28,22,8,1,4,15,2
class_2,5,0,27,5,13,12,18
class_3,24,1,11,8,3,9,24
class_4,14,2,19,9,6,18,12
class_5,4,4,19,3,8,25,17
class_6,3,0,23,3,10,12,29
