true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,20,18,0,2,0,0,0
class_1,5,35,0,0,0,0,0
class_2,1,0,3,16,9,7,4
class_3,0,2,9,13,2,9,5
class_4,0,0,3,20,9,8,0
class_5,0,0,0,10,4,20,6
class_6,0,0,12,10,12,4,2
