true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,5,6,0,11,2,12,4
class_1,8,4,7,4,2,8,7
class_2,8,3,13,2,5,5,4
class_3,9,6,8,4,2,10,1
class_4,6,5,7,2,5,13,2
class_5,6,7,10,3,5,8,1
class_6,4,6,8,7,2,11,2
