class_id,support,precision,recall,f1
0,64,0.8095238095238095,0.796875,0.8031496062992126
1,64,0.864406779661017,0.796875,0.8292682926829269
2,64,0.65,0.609375,0.6290322580645162
3,64,0.7532467532467533,0.90625,0.822695035460993
4,64,0.6964285714285714,0.609375,0.65
5,64,0.6818181818181818,0.703125,0.6923076923076923
6,64,0.8208955223880597,0.859375,0.8396946564885497
