true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,24,22,8,1,1,2,6
class_1,29,23,5,0,1,2,4
class_2,8,10,25,7,2,1,11
class_3,6,10,14,10,7,2,15
class_4,15,8,10,7,6,6,12
class_5,4,11,17,8,2,6,16
class_6,4,14,13,12,1,0,20
