true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,57,1,17,0,0,2,3
class_1,24,36,4,8,0,7,1
class_2,6,0,37,2,5,20,10
class_3,2,0,24,17,0,24,13
class_4,3,0,48,0,0,14,15
class_5,0,2,22,5,0,45,6
class_6,7,0,16,1,7,20,29
