true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,9,2,12,0,0,21,36
class_1,7,0,4,0,0,35,34
class_2,25,0,4,1,14,16,20
class_3,11,0,3,0,0,36,30
class_4,8,5,3,0,3,27,34
class_5,16,3,5,0,0,27,29
class_6,30,1,3,2,0,32,12
