true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,15,1,3,5,0,0
class_1,7,24,1,0,4,3,1
class_2,0,2,4,0,14,14,6
class_3,2,1,5,13,1,11,7
class_4,0,0,5,5,16,7,7
class_5,2,1,5,6,12,8,6
class_6,3,1,12,3,7,9,5
