true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,9,5,27,13,4,9,13
class_1,17,4,20,12,9,0,18
class_2,17,1,23,7,20,1,11
class_3,13,4,15,8,20,0,20
class_4,14,4,21,10,21,3,7
class_5,11,1,15,11,29,3,10
class_6,4,3,21,10,13,11,18
