true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,19,18,4,8,3,4,8
class_1,15,21,9,8,2,2,7
class_2,9,3,28,4,5,4,11
class_3,12,11,11,9,1,4,16
class_4,5,8,9,8,21,6,7
class_5,6,4,15,7,12,11,9
class_6,8,12,8,5,3,4,24
