true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,24,26,4,2,2,1,5
class_1,25,22,5,4,2,4,2
class_2,6,3,33,9,2,4,7
class_3,3,6,5,31,7,2,10
class_4,7,7,7,3,30,3,7
class_5,3,7,9,10,12,13,10
class_6,10,11,2,4,3,3,31
