true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,29,20,2,0,1,18,10
class_1,15,40,1,1,5,15,3
class_2,8,5,21,10,6,21,9
class_3,4,3,17,17,8,23,8
class_4,3,2,10,2,11,48,4
class_5,5,6,5,1,3,58,2
class_6,6,1,0,5,2,23,43
