true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,50,12,1,0,1,0,0
class_1,3,59,0,0,0,1,1
class_2,0,0,33,7,17,5,2
class_3,0,0,5,47,7,2,3
class_4,0,0,11,5,40,3,5
class_5,0,0,6,3,3,50,2
class_6,0,0,2,2,3,0,57
