class_id,support,precision,recall,f1
0,64,0.15151515151515152,0.546875,0.23728813559322035
1,64,0.1935483870967742,0.09375,0.1263157894736842
2,64,0.2153846153846154,0.21875,0.21705426356589147
3,64,0.22448979591836735,0.171875,0.19469026548672563
4,64,0.5,0.28125,0.36
5,64,0.3333333333333333,0.0625,0.10526315789473684
6,64,0.20833333333333334,0.078125,0.11363636363636363
