true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,35,13,5,6,2,0,3
class_1,38,6,12,4,1,1,2
class_2,36,0,14,2,4,4,4
class_3,31,6,6,11,4,1,5
class_4,25,1,11,8,18,0,1
class_5,30,4,9,9,4,4,4
class_6,36,1,8,9,3,2,5
