true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,5,22,5,7,7,17,17
class_1,7,15,6,8,7,12,25
class_2,11,4,5,3,10,15,32
class_3,6,9,2,3,9,14,37
class_4,2,8,0,7,5,34,24
class_5,12,13,4,8,8,16,19
class_6,5,13,10,4,13,16,19
