class_id,support,precision,recall,f1
0,98,0.47586206896551725,0.7040816326530612,0.5679012345679012
1,859,0.703344120819849,0.7590221187427241,0.7301231802911534
2,385,0.6121495327102804,0.6805194805194805,0.6445264452644527
3,749,0.5507765830346476,0.6154873164218959,0.5813366960907945
4,100,0.6767676767676768,0.67,0.6733668341708543
5,100,0.6282051282051282,0.49,0.550561797752809
6,975,0.6463081130355515,0.7271794871794872,0.6843629343629344
7,135,0.38333333333333336,0.34074074074074073,0.3607843137254902
8,834,0.723404255319149,0.5707434052757794,0.6380697050938339
9,834,0.8656509695290858,0.749400479616307,0.8033419023136247
10,624,0.5965996908809892,0.6185897435897436,0.6073957513768686
11,750,0.7591888466413181,0.7986666666666666,0.7784275503573749
12,100,0.7525773195876289,0.73,0.7411167512690355
13,600,0.6374622356495468,0.7033333333333334,0.6687797147385103
14,100,0.6043956043956044,0.55,0.5759162303664922
15,100,0.6666666666666666,0.52,0.5842696629213484
16,100,0.8414634146341463,0.69,0.7582417582417583
17,100,0.5742574257425742,0.58,0.5771144278606964
18,100,0.5692307692307692,0.37,0.44848484848484843
19,100,0.6923076923076923,0.27,0.38848920863309355
20,384,0.7155425219941349,0.6354166666666666,0.673103448275862
21,599,0.5778491171749599,0.6010016694490818,0.5891980360065467
