timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-27T23:30:25Z,Widar,ViT,42,cuda,60,0.8382007673366546,0.4676645658259634,1.246926008575749,0.6644510657804263,0.647879231210284,0.6079173973115893,0.6193142014621039,0.670619193666074,0.6644510657804263,0.6635058404466475,0.6644510657804263,0.6644510657804263,0.6644510657804263,0.6079173973115893,81702.13317785802,207.82147086999612,81915.20306853199,results/ViT/Widar/model_checkpoint.pt,results/ViT/Widar
