timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path,output_dir
2026-03-24T13:23:00Z,NTU-Fi-HumanID,LSTM,42,cuda,50,0.967032967032967,0.26545830698677036,0.3381532815848889,0.9319727891156463,0.9380621552360682,0.9319727891156463,0.931235213629372,0.9380621552360683,0.9319727891156463,0.9312352136293719,0.9319727891156463,0.9319727891156463,0.9319727891156463,0.9319727891156463,105358,105358,0,0.008262486895546317,0.02810369692362693,1.6524973791092634,35582.50726648331,389.7965159850428,11.338815706025343,403.4510381509899,results/LSTM/NTU-Fi-HumanID/model_checkpoint.pt,results/LSTM/NTU-Fi-HumanID
