true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,15,10,8,2,0,2,3
class_1,14,10,9,3,0,0,4
class_2,0,3,22,2,4,5,4
class_3,3,4,3,6,5,3,16
class_4,0,3,6,6,1,15,9
class_5,0,6,8,6,6,4,10
class_6,0,6,2,6,0,5,21
