class_id,support,precision,recall,f1
0,40,0.1956521739130435,0.225,0.20930232558139536
1,40,0.08571428571428572,0.15,0.10909090909090909
2,40,0.1111111111111111,0.05,0.06896551724137932
3,40,0.03333333333333333,0.025,0.028571428571428574
4,40,0.09090909090909091,0.125,0.10526315789473685
5,40,0.08695652173913043,0.05,0.0634920634920635
6,40,0.0,0.0,0.0
