true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,29,17,12,5,7,4,6
class_1,36,38,4,1,0,0,1
class_2,2,1,35,6,2,25,9
class_3,1,0,31,5,3,27,13
class_4,5,0,31,0,11,20,13
class_5,2,2,22,4,9,39,2
class_6,5,3,18,13,3,26,12
