true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,25,20,4,3,3,4,5
class_1,20,25,3,4,6,2,4
class_2,9,5,31,0,7,2,10
class_3,3,5,7,27,14,1,7
class_4,4,7,8,1,36,4,4
class_5,3,4,11,10,11,15,10
class_6,10,5,4,8,0,2,35
